smiles,inchikey,tm_k,source
CC(C)(O)C(C)(C)O,IVDFJHOHABJVEH-UHFFFAOYSA-N,316.15,bradley
Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,226.15,bradley
N#CCc1ccc(Cl)cc1,IVYMIRMKXZAHRV-UHFFFAOYSA-N,304.15,bradley
OCc1c[nH]c2ccccc12,IVYPNXXAYMYVSP-UHFFFAOYSA-N,371.15,bradley
Cc1cc(Br)ccc1O,IWJGMJHAIUBWKT-UHFFFAOYSA-N,337.15,bradley
COc1cc(OC)cc(C(=O)O)c1,IWPZKOJSYQZABD-UHFFFAOYSA-N,457.15,bradley
Cc1cc[n+]([O-])cc1,IWYYIZOHWPCALJ-UHFFFAOYSA-N,457.15,bradley
C[N+](C)(C)CCF.[Br-],IXACLQSORYJAHN-UHFFFAOYSA-M,517.15,des
Cc1n[nH]cc1Br,IXQPRETWBGVNPJ-UHFFFAOYSA-N,348.15,bradley
C#CCCCCCCCCCCCCCCCC,IYDNQWWOZQLMRH-UHFFFAOYSA-N,300.15,bradley
CCc1cc(C)c(C)cc1C,IYFUQKGDILUVJG-UHFFFAOYSA-N,259.15,bradley
c1ccc2c(c1)sc1ccccc12,IYYZUPMFVPLQIF-UHFFFAOYSA-N,372.15,bradley
O=Cc1cccc(C=O)c1,IZALUMVGBVKPJD-UHFFFAOYSA-N,362.15,bradley
COC(=O)CCCCCCCCCCC(=O)OC,IZMOTZDBVPMOFE-UHFFFAOYSA-N,303.15,bradley
O=[N+]([O-])c1ccccc1[N+](=O)[O-],IZUKQUVSCNEFMJ-UHFFFAOYSA-N,391.15,bradley
COc1ccccc1OC(=O)c1ccccc1,IZYQCDNLUPLXOO-UHFFFAOYSA-N,332.15,bradley
Cc1ccc(S(=O)(=O)F)cc1,IZZYABADQVQHLC-UHFFFAOYSA-N,314.15,bradley
CC(C)(C)C#N,JAMNHZBIQDNHMM-UHFFFAOYSA-N,290.15,bradley
S=C=Nc1cccc2ccccc12,JBDOSUUXMYMWQH-UHFFFAOYSA-N,331.15,bradley
CC(=O)c1ccc2ccccc2c1O,JBGJVMVWYWUVOW-UHFFFAOYSA-N,372.15,bradley
Nc1ccc2ccccc2c1,JBIJLHTVPXGSAM-UHFFFAOYSA-N,384.65,bradley
O=C1CCCCCN1,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,342.15,bradley
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,JBWKIWSBJXDJDT-UHFFFAOYSA-N,385.15,bradley
CS(=O)(=O)c1ccccc1,JCDWETOKTFWTHA-UHFFFAOYSA-N,360.15,bradley
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,337.15,bradley
c1ccc(COc2ccc3[nH]ccc3c2)cc1,JCQLPDZCNSVBMS-UHFFFAOYSA-N,372.15,bradley
CC(C)C(O)C(C)(C)CO,JCTXKRPTIMZBJT-UHFFFAOYSA-N,325.15,bradley
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,JDCMOHAFGDQQJX-UHFFFAOYSA-N,360.15,bradley
Nc1c(Cl)cccc1Cl,JDMFXJULNGEPOI-UHFFFAOYSA-N,313.15,bradley
O=C(O)CI,JDNTWHVOXJZDSN-UHFFFAOYSA-N,354.15,bradley
COC(=O)CCC(=O)O,JDRMYOQETPMYQX-UHFFFAOYSA-N,330.65,bradley
Brc1ccc(Oc2ccccc2)cc1,JDUYPUMQALQRCN-UHFFFAOYSA-N,291.15,bradley
CC(Br)C(C)(Br)Br,JDWNTZIECWWBAO-UHFFFAOYSA-N,275.15,bradley
Cc1ccc(C(=O)c2ccccc2)cc1C,JENOLWCGNVWTJN-UHFFFAOYSA-N,319.15,bradley
O=C(O)CCCC(=O)O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,370.9,des
N#Cc1ccccc1,JFDZBHWFFUWGJE-UHFFFAOYSA-N,260.15,bradley
C1=CC2CCC1C2,JFNLZVQOOSMTJK-UHFFFAOYSA-N,319.15,bradley
O=C(C[N+](=O)[O-])Nc1ccccc1,JFPJVTNYCURRAB-UHFFFAOYSA-N,366.15,bradley
OC1c2ccccc2Oc2ccccc21,JFRMYMMIJXLMBB-UHFFFAOYSA-N,396.15,bradley
FC(F)(F)c1ccc(Cl)nc1,JFZJMSDDOOAOIV-UHFFFAOYSA-N,304.15,bradley
COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],JGBJHRKCUKTQOE-UHFFFAOYSA-N,322.15,bradley
CCN(C(C)C)C(C)C,JGFZNNIVVJXRND-UHFFFAOYSA-N,223.15,bradley
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,JGOAIQNSOGZNBX-UHFFFAOYSA-N,386.65,des
Clc1cc(Cl)c(Cl)cc1Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N,412.15,bradley
CC(=O)Nc1ccc(F)cc1,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,425.15,bradley
NC(=O)c1c(Cl)cccc1Cl,JHSPCUHPSIUQRB-UHFFFAOYSA-N,471.15,bradley
O=Cc1cc(Br)cc(Br)c1O,JHZOXYGFQMROFJ-UHFFFAOYSA-N,356.15,bradley
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,JIEKMACRVQTPRC-UHFFFAOYSA-N,434.15,bradley
C=CC(=O)OCC,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,202.15,bradley
CN(C=O)c1ccccc1,JIKUXBYRTXDNIY-UHFFFAOYSA-N,284.15,bradley
O=C(O)C12CC3CC(CC(C3)C1)C2,JIMXXGFJRDUSRO-UHFFFAOYSA-N,448.15,bradley
O=[N+]([O-])c1cccs1,JIZRGGUCOQKGQD-UHFFFAOYSA-N,317.15,bradley
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N,385.95,bradley
O=S(c1ccccc1)c1ccccc1,JJHHIJFTHRNPIK-UHFFFAOYSA-N,343.15,bradley
N#CC(C#N)=Cc1ccccc1Cl,JJNZXLAFIPKXIG-UHFFFAOYSA-N,368.15,bradley
O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O,JJOJFIHJIRWASH-UHFFFAOYSA-N,400.15,bradley
Cc1ccc2nc(C)ccc2c1,JJPSZKIOGBRMHK-UHFFFAOYSA-N,330.15,bradley
CN(C)C1=NC(=O)C(c2ccccc2)O1,JJSHYECKYLDYAR-UHFFFAOYSA-N,406.15,bradley
COc1cccc(C=O)c1O,JJVNINGBHGBWJH-UHFFFAOYSA-N,314.15,bradley
O=C=S,JJWKPURADFRFRB-UHFFFAOYSA-N,134.15,bradley
Cc1cccc(N)c1,JJYPMNFTHPTTDI-UHFFFAOYSA-N,243.15,bradley
O=C1C(F)=C(F)C(=O)C(F)=C1F,JKLYZOGJWVAIQS-UHFFFAOYSA-N,452.15,bradley
O=S(=O)([O-])CCN1CC[NH+](CCO)CC1,JKMHFZQWWAIEOD-UHFFFAOYSA-N,509.15,bradley
CCCCCCC(O)C(=O)O,JKRDADVRIYVCCY-UHFFFAOYSA-N,342.15,bradley
O=[N+]([O-])c1ccc(CO)cc1,JKTYGPATCNUWKN-UHFFFAOYSA-N,367.15,bradley
c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,JLAVCPKULITDHO-UHFFFAOYSA-N,510.15,bradley
CC(C)C(C)(C)C(C)C,JLCYYQOQSAMWTA-UHFFFAOYSA-N,171.15,bradley
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,441.15,bradley
O=C(O)COc1ccccc1C(=O)O,JLLXSRLEXBECPY-UHFFFAOYSA-N,462.15,bradley
CNC(=S)NCO,JLMHZVYLAQPMOZ-UHFFFAOYSA-N,361.15,bradley
Nc1ccc(C2CCCCC2)cc1,JLNMBIKJQAKQBH-UHFFFAOYSA-N,326.15,bradley
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,401.65,bradley
CN(C)c1ccccc1,JLTDJTHDQAWBAV-UHFFFAOYSA-N,275.15,bradley
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-GNIYUCBRSA-N,385.65,bradley
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-SHFUYGGZSA-N,432.15,bradley
c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,JLZUZNKTTIRERF-UHFFFAOYSA-N,497.15,bradley
O=C(O)c1cccc(F)c1F,JLZVIWSFUPLSOR-UHFFFAOYSA-N,435.15,bradley
CCC1(c2ccccc2)CCC(=O)NC1=O,JMBQKKAJIKAWKF-UHFFFAOYSA-N,360.65,bradley
COc1cc(/C=C/CO)ccc1O,JMFRWRFFLBVWSI-NSCUHMNNSA-N,349.15,bradley
CC(=O)OC(C)C,JMMWKPVZQRWMSS-UHFFFAOYSA-N,200.15,bradley
CCOC(=O)c1ccc([N+](=O)[O-])o1,JMNXLAQKIHVFIC-UHFFFAOYSA-N,373.15,bradley
COc1cc(C(=O)O)cc(OC)c1O,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,478.15,bradley
O=c1c2ccccc2oc2ccccc12,JNELGWHKGNBSMD-UHFFFAOYSA-N,448.15,bradley
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,475.65,des
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,JNRLEMMIVRBKJE-UHFFFAOYSA-N,360.15,bradley
Cc1ccc(C)n1-c1ccccc1,JNXIFVSGXLGULI-UHFFFAOYSA-N,323.15,bradley
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,JOATXPAWOHTVSZ-UHFFFAOYSA-N,383.15,bradley
CC(=O)CCC(=O)O,JOOXCMJARBKPKM-UHFFFAOYSA-N,306.16,des
Cc1ccc(S(=O)(=O)O)cc1,JOXIMZWYDAKGHI-UHFFFAOYSA-N,379.65,des
CCOC(N)=O,JOYRKODLDBILNP-UHFFFAOYSA-N,321.15,bradley
CCCCCSCCCCC,JOZDADPMWLVEJK-UHFFFAOYSA-N,222.15,bradley
ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,185.15,bradley
Nc1nc(Cl)cc(Cl)n1,JPZOAVGMSDSWSW-UHFFFAOYSA-N,493.15,bradley
Fc1c(F)c(F)c(I)c(I)c1F,JQBYIZAYQMMVTO-UHFFFAOYSA-N,324.3,des
Oc1ccc(Cl)c(O)c1,JQVAPEJNIZULEK-UHFFFAOYSA-N,380.15,bradley
CCCCNCCCC,JQVDAXLFBXTEQA-UHFFFAOYSA-N,213.15,bradley
ClCc1ccc(Cl)cc1,JQZAEUFPPSRDOP-UHFFFAOYSA-N,303.15,bradley
SC(c1ccccc1)(c1ccccc1)c1ccccc1,JQZIKLPHXXBMCA-UHFFFAOYSA-N,379.15,bradley
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,JRBJSXQPQWSCCF-UHFFFAOYSA-N,409.15,bradley
Clc1cccc(Br)c1,JRGGUPZKKTVKOV-UHFFFAOYSA-N,251.15,bradley
CCOc1ccc(C=O)cc1,JRHHJNMASOIRDS-UHFFFAOYSA-N,287.15,bradley
CCc1ccc(C)cc1,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,211.15,bradley
CCCC[N+](CCCC)(CCCC)CCCC.[Br-],JRMUNVKIHCOMHV-UHFFFAOYSA-M,390.8,des
Oc1cc2ccccc2cc1O,JRNGUTKWMSBIBF-UHFFFAOYSA-N,437.15,bradley
O=C1CCC(=O)N1Cl,JRNVZBWKYDBUCA-UHFFFAOYSA-N,421.15,bradley
O=C(O)c1cccc([N+](=O)[O-])c1Cl,JRQDVRIQJJPHEQ-UHFFFAOYSA-N,454.15,bradley
C(#Cc1ccccc1)c1ccccc1,JRXXLCKWQFKACW-UHFFFAOYSA-N,333.15,bradley
C=CCCCCCCC,JRZJOMJEPLMPRA-UHFFFAOYSA-N,192.15,bradley
Cn1ccc(=O)n(C)c1=O,JSDBKAHWADVXFU-UHFFFAOYSA-N,394.15,bradley
O=C(O)CCCc1c[nH]c2ccccc12,JTEDVYBZBROSJT-UHFFFAOYSA-N,396.15,bradley
Cc1cccc(C(C)(C)C)c1,JTIAYWZZZOZUTK-UHFFFAOYSA-N,232.15,bradley
Oc1ccc(Nc2ccccc2)cc1,JTTMYKSFKOOQLP-UHFFFAOYSA-N,342.15,bradley
O=C(O)CCCCCc1ccccc1,JTXZPQIXIXYMDY-UHFFFAOYSA-N,291.15,bradley
CC(=O)OCC[N+](C)(C)C.[Cl-],JUGOREOARAHOCO-UHFFFAOYSA-M,423.65,des
c1ccc(CNCCNCc2ccccc2)cc1,JUHORIMYRDESRB-UHFFFAOYSA-N,297.15,bradley
c1ccncc1,JUJWROOIHBZHMG-UHFFFAOYSA-N,231.15,bradley
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,JUUFBMODXQKSTD-UHFFFAOYSA-N,387.15,bradley
CCCCCC(C)C,JVSWJIKNEAIKJW-UHFFFAOYSA-N,164.15,bradley
CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,289.95,des
Oc1ccc2ccccc2c1,JWAZRIHNYRIHIV-UHFFFAOYSA-N,395.15,bradley
CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,JWMFYGXQPXQEEM-UHFFFAOYSA-N,356.65,bradley
c1ccc2ncncc2c1,JWVCLYRUEFBMGU-UHFFFAOYSA-N,320.15,bradley
C=Cc1ccc(F)cc1,JWVTWJNGILGLAT-UHFFFAOYSA-N,237.15,bradley
N#CSCSC#N,JWZXKXIUSSIAMR-UHFFFAOYSA-N,379.15,bradley
O=C1Nc2ccccc2C1=O,JXDYKVIHCLTXOP-UHFFFAOYSA-N,473.15,bradley
CCCc1ccc(C)cc1,JXFVMNFKABWTHD-UHFFFAOYSA-N,209.15,bradley
O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1,JXGVXCZADZNAMJ-NSHDSACASA-N,349.15,bradley
O=C(c1ccccc1)c1ccccc1C(F)(F)F,JXIWJBWMQXDALU-UHFFFAOYSA-N,333.15,bradley
O=[N+]([O-])c1ccccc1I,JXMZUNPWVXQADG-UHFFFAOYSA-N,323.15,bradley
Cc1nnc(C)s1,JXQGICFGPUAVLJ-UHFFFAOYSA-N,336.15,bradley
CS(=O)c1ccccc1,JXTGICXCHWMCPM-UHFFFAOYSA-N,302.15,bradley
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,JXTPJDDICSTXJX-UHFFFAOYSA-N,339.15,bradley
Fc1cc(F)cc(F)c1,JXUKFFRPLNTYIV-UHFFFAOYSA-N,267.15,bradley
CC(=O)c1cccc(Br)c1,JYAQYXOVOHJRCS-UHFFFAOYSA-N,281.15,bradley
O=C1Cc2ccccc2N1,JYGFTBXVXVMTGB-UHFFFAOYSA-N,399.15,bradley
CC1(C)OC(=O)NC1=O,JYJFNDQBESEHJQ-UHFFFAOYSA-N,352.15,bradley
O=C1C(Br)=CC(=NCl)C=C1Br,JYWKEVKEKOTYEX-UHFFFAOYSA-N,353.15,bradley
Cc1ccnc(C)c1,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,213.15,bradley
CCN1C(=O)c2ccccc2C1=O,JZDSOQSUCWVBMV-UHFFFAOYSA-N,349.15,bradley
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,JZFPYUNJRRFVQU-UHFFFAOYSA-N,477.15,bradley
C=Cc1cccc(C)c1,JZHGRUMIRATHIU-UHFFFAOYSA-N,191.15,bradley
CC(=O)c1ccc(I)cc1,JZJWCDQGIPQBAO-UHFFFAOYSA-N,356.15,bradley
N[C@@H](Cc1cccc(O)c1)C(=O)O,JZKXXXDKRQWDET-QMMMGPOBSA-N,538.15,bradley
CC=C(C)CCC,JZMUUSXQSKCZNO-UHFFFAOYSA-N,154.15,bradley
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,JZODKRWQWUWGCD-UHFFFAOYSA-N,491.15,bradley
CC(C)NCC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-N,443.15,bradley
COC(=O)c1cc(OC)c(OC)c(OC)c1,KACHFMOHOPLTNX-UHFFFAOYSA-N,357.15,bradley
C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,160.15,bradley
N#Cc1ccc(-c2ccc(C#N)cc2)cc1,KAXYYLCSSXFXKR-UHFFFAOYSA-N,507.15,bradley
CC(C)CCCC(C)C,KBPCCVWUMVGXGF-UHFFFAOYSA-N,170.15,bradley
CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,257.15,bradley
COc1cc(C=O)cc(OC)c1O,KCDXJAYRVLXPFO-UHFFFAOYSA-N,385.15,bradley
ClCc1ccccc1,KCXMKQUNVWSEMD-UHFFFAOYSA-N,230.15,bradley
CCCC1CCCC1,KDIAMAVWIJYWHN-UHFFFAOYSA-N,156.15,bradley
O=C(O)CBr,KDPAWGWELVVRCH-UHFFFAOYSA-N,320.15,bradley
CC(C)CN,KDSNLYIMUZNERS-UHFFFAOYSA-N,188.15,bradley
CC(C)(C)c1ccc(C(=O)O)cc1,KDVYCTOWXSLNNI-UHFFFAOYSA-N,438.15,bradley
O=C(O)CCC(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,455.2,des
Cc1ccc2cccnc2c1,KDYVCOSVYOSHOL-UHFFFAOYSA-N,309.65,bradley
CCCCCCCCCCCCCCCCC(=O)O,KEMQGTRYUADPNZ-UHFFFAOYSA-N,333.15,bradley
O=C(c1ccccc1)c1ccc(Br)cc1,KEOLYBMGRQYQTN-UHFFFAOYSA-N,355.15,bradley
CC1(C)C(=O)N(Cl)C(=O)N1Cl,KEQGZUUPPQEDPF-UHFFFAOYSA-N,408.15,bradley
N#Cc1c2ccccc2cc2ccccc12,KEQZHLAEKAVZLY-UHFFFAOYSA-N,448.15,bradley
CC(C)CCCCC(C)C,KEVMYFLMMDUPJE-UHFFFAOYSA-N,218.15,bradley
CNc1ccccc1[N+](=O)[O-],KFBOUJZFFJDYTA-UHFFFAOYSA-N,308.15,bradley
CCCCNC(=S)NCCCC,KFFQABQEJATQAT-UHFFFAOYSA-N,339.15,bradley
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,KFIRODWJCYBBHY-UHFFFAOYSA-N,483.15,bradley
CCCOC=O,KFNNIILCVOLYIR-UHFFFAOYSA-N,180.15,bradley
CC(=O)OO,KFSLWBXXFJQRDL-UHFFFAOYSA-N,273.25,bradley
CC(=O)Nc1cccc([N+](=O)[O-])c1,KFTYNYHJHKCRKU-UHFFFAOYSA-N,425.15,bradley
CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,183.15,bradley
Cc1cc(O)c(C(C)C)cc1Cl,KFZXVMNBUMVKLN-UHFFFAOYSA-N,332.15,des
OCc1cccc(Oc2ccccc2)c1,KGANAERDZBAECK-UHFFFAOYSA-N,283.15,bradley
OB(O)O,KGBXLFKZBHKPEV-UHFFFAOYSA-N,443.15,des
O=[N+]([O-])c1ccc(CCl)cc1,KGCNHWXDPDPSBV-UHFFFAOYSA-N,344.15,bradley
Nc1cc(Cl)c(O)c(Cl)c1,KGEXISHTCZHGFT-UHFFFAOYSA-N,441.65,bradley
NC(=O)c1ccccc1F,KGGHWIKBOIQEAJ-UHFFFAOYSA-N,389.15,bradley
BrCc1ccccc1CBr,KGKAYWMGPDWLQZ-UHFFFAOYSA-N,367.15,bradley
NC(=S)c1c(Cl)cccc1Cl,KGKGSIUWJCAFPX-UHFFFAOYSA-N,424.15,bradley
C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,KGKJZEKQJQQOTD-UHFFFAOYSA-N,363.15,bradley
Cc1cccc2cc[nH]c12,KGWPHCDTOLQQEP-UHFFFAOYSA-N,357.15,bradley
O=[N+]([O-])c1cc(S(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)ccc1F,KHAWDEWNXJIVCJ-UHFFFAOYSA-N,467.15,bradley
NS(=O)(=O)c1ccccc1,KHBQMWCZKVMBLN-UHFFFAOYSA-N,424.15,bradley
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,KHCZSJXTDDHLGJ-UHFFFAOYSA-N,505.15,bradley
Nc1cccc2c1C(=O)c1ccccc1C2=O,KHUFHLFHOQVFGB-UHFFFAOYSA-N,523.15,bradley
NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,300.65,bradley
O=C1CSC(=S)N1,KIWUVOGUEXMXSV-UHFFFAOYSA-N,442.15,bradley
Oc1cccc2ccccc12,KJCVRFUGPWSIIH-UHFFFAOYSA-N,368.15,bradley
ClCCCCCl,KJDRSWPQXHESDQ-UHFFFAOYSA-N,235.15,bradley
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,KJFMBFZCATUALV-UHFFFAOYSA-N,533.15,bradley
O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,266.15,bradley
CC(C)S,KJRCEJOSASVSRA-UHFFFAOYSA-N,142.15,bradley
COC(=O)c1cc(Cl)ccc1O,KJWHRMZKJXOWFC-UHFFFAOYSA-N,319.15,bradley
OCCN1CCOCC1,KKFDCBRMNNSAAW-UHFFFAOYSA-N,275.15,bradley
C=Cn1c2ccccc2c2ccccc21,KKFHAJHLJHVUDM-UHFFFAOYSA-N,336.15,bradley
NNC(=S)Nc1ccccc1,KKIGUVBJOHCXSP-UHFFFAOYSA-N,411.15,bradley
c1ccc(Cn2ccnc2)cc1,KKKDZZRICRFGSD-UHFFFAOYSA-N,344.15,bradley
COC(=O)c1ccc(C#N)cc1,KKZMIDYKRKGJHG-UHFFFAOYSA-N,340.15,bradley
C=CCC(C)(C)C,KLCNJIQZXOQYTE-UHFFFAOYSA-N,136.15,bradley
Fc1ccccc1-c1ccccc1,KLECYOQFQXJYBC-UHFFFAOYSA-N,346.65,bradley
NC(=O)c1ccccc1[N+](=O)[O-],KLGQWSOYKYFBTR-UHFFFAOYSA-N,449.15,bradley
COc1cccc(OC)c1O,KLIDCXVFHGNTTM-UHFFFAOYSA-N,328.15,bradley
CCOCOCC,KLKFAASOGCDTDT-UHFFFAOYSA-N,207.15,bradley
c1ccc(-c2cc3ccccc3[nH]2)cc1,KLLLJCACIRKBDT-UHFFFAOYSA-N,463.15,bradley
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,KLOHYVOVXOUKQI-UHFFFAOYSA-N,368.15,bradley
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,KLPWJLBORRMFGK-UHFFFAOYSA-N,453.15,bradley
CCCc1ccc(O)cc1,KLSLBUSXWBJMEC-UHFFFAOYSA-N,294.15,bradley
CCC#CCCC,KLYHSJRCIZOUHE-UHFFFAOYSA-N,142.15,bradley
O=[N+]([O-])c1cccc(Cl)c1,KMAQZIILEGKYQZ-UHFFFAOYSA-N,318.15,bradley
COC(=O)c1cccc(Br)c1,KMFJVYMFCAIRAN-UHFFFAOYSA-N,305.15,bradley
O=S(=O)(Cl)c1ccc(Br)cc1,KMMHZIBWCXYAAH-UHFFFAOYSA-N,348.15,bradley
CCCCCCCCCCC=O,KMPQYAYAQWNLME-UHFFFAOYSA-N,271.15,bradley
C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,KMPWYEUPVWOPIM-KODHJQJWSA-N,473.15,bradley
O=C(O)CCC(=O)c1ccccc1,KMQLIDDEQAJAGJ-UHFFFAOYSA-N,390.15,bradley
O=C(O)CCI,KMRNTNDWADEIIX-UHFFFAOYSA-N,355.15,bradley
Cc1ccc(CO)cc1,KMTDMTZBNYGUNX-UHFFFAOYSA-N,334.15,bradley
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,KMXFZRSJMDYPPG-UHFFFAOYSA-N,361.15,bradley
CC(=O)c1ccc(OCC(=O)O)cc1,KMXZEXUYXUMHEQ-UHFFFAOYSA-N,446.15,bradley
CCCc1cc(O)nc(S)n1,KNAHARQHSZJURB-UHFFFAOYSA-N,493.15,bradley
O=C1OC(=O)C2C3C=CC(C3)C12,KNDQHSIWLOJIGP-UHFFFAOYSA-N,439.15,bradley
OCc1cc(Br)ccc1O,KNKRHSVKIORZQB-UHFFFAOYSA-N,382.15,bradley
CC(=O)Nc1ccccc1Cl,KNVQTRVKSOEHPU-UHFFFAOYSA-N,360.15,bradley
CCCCCCCCCCCCCCBr,KOFZTCSTGIWCQG-UHFFFAOYSA-N,278.15,bradley
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,KOMNUTZXSVSERR-UHFFFAOYSA-N,297.15,bradley
O=C(O)CCC(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,388.15,bradley
NNC(=O)c1ccccc1Cl,KPPNLSKVTKSSTG-UHFFFAOYSA-N,391.15,bradley
CC(C)(C)CO,KPSSIOMAKSHJJG-UHFFFAOYSA-N,327.15,bradley
OCC(Cl)(Cl)Cl,KPWDGTGXUYRARH-UHFFFAOYSA-N,291.15,bradley
NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,480.15,bradley
ClCC(CCl)(CCl)CCl,KPZGRMZPZLOPBS-UHFFFAOYSA-N,368.15,bradley
Nc1ccc(Cl)cc1Cl,KQCMTOWTPBNWDB-UHFFFAOYSA-N,334.15,bradley
Oc1ccccc1I,KQDJTBPASNJQFQ-UHFFFAOYSA-N,311.65,bradley
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N,442.15,bradley
CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,226.15,bradley
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N,368.15,bradley
O=C(O)CC(CC(=O)O)C(=O)O,KQTIIICEAUMSDG-UHFFFAOYSA-N,433.16,des
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-UHFFFAOYSA-N,341.15,bradley
CCC(=O)c1ccccc1,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,291.15,bradley
O=C(O)CC(O)(CC(=O)O)C(=O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,428.56,des
CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,469.65,bradley
Cc1ccc(C(=O)CBr)cc1,KRVGXFREOJHJAX-UHFFFAOYSA-N,325.15,bradley
Nc1ccc(F)cc1,KRZCOLNOCZKSDF-UHFFFAOYSA-N,271.15,bradley
C#CC(C)(O)c1ccccc1,KSLSOBUAIFEGLT-UHFFFAOYSA-N,321.15,bradley
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,399.15,bradley
CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N,268.15,bradley
O=C(NNc1ccccc1)NNc1ccccc1,KSPIHGBHKVISFI-UHFFFAOYSA-N,446.15,bradley
Brc1ccccc1-c1ccccc1,KTADSLDAUJLZGL-UHFFFAOYSA-N,275.15,bradley
